OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
1317621,CA2010010,Water Service Area,CA2010010,MADERA VALLEY WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1798,A ,1976/01/01 08:00:00+00,P ,MADERA,6428,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,18454 ROAD 26, ,MADERA,CA  ,93638,1950,{03D81EF9-BB04-485F-AF0D-7C3BF497850A},559-674-2407                  ,gregrodgers@mvwc.net,WBT Tool,,Not Verified,,,7433196.2051027,160572.086124293
1317622,CA5410012,Water Service Area,CA5410012,STRATHMORE PUBLIC UTIL DIST,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1799,A ,1976/01/01 08:00:00+00,L ,TULARE,2669,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,19626 ORANGE BELT DRIVE, ,STRATHMORE,CA  ,93267,473,{1D5FD740-7ED8-4712-9A5C-A6E091B8A213},559-568-1613                  ,strathmoreh2o@gmail.com,WBT Tool,,Not Verified,,,2319984.237443,11867.6682866433
1317624,CA3901114,Water Service Area,CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1801,A ,2016/08/08 07:00:00+00,P ,SAN JOAQUIN,236,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,11520 W EIGHT MILE RD, ,STOCKTON,CA  ,95219,76,{12CC6014-6321-4CF4-B6EA-7621F2F0685B},209-477-5364                  ,charlesspurlock@comcast.net,WBT Tool,,Not Verified,,,154455.69883088,2037.62889061357
1317625,CA4901028,Water Service Area,CA4901028,GLORIA FERRER CAVES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1802,A ,1984/08/31 07:00:00+00,P ,SONOMA,80,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,23555 Highway 121, ,SONOMA,CA  ,95476,2,{9F40940E-BE51-4983-9DEF-30FF031EF9CC},707-933-1926                  ,victor.ulloa@gloriaferrer.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,270747.95245201,2155.45530993225
1317626,CA4900695,Water Service Area,CA4900695,NORTHWEST PREP CHARTER SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1803,A ,1979/03/22 07:00:00+00,L ,SONOMA,325,DISTRICT 18 - SONOMA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,2590 Piner Road, ,SANTA ROSA,CA  ,95401,1,{3194706F-8930-41F4-A098-F2BDDB5062D4},707-522-3008                  ,fkoha@pousd.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,65084.5952763,1088.36430558004
1317628,CA5400670,Water Service Area,CA5400670,TRIPLE R MUTUAL WATER CO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1805,A ,2014/04/28 07:00:00+00,P ,TULARE,408,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,CATTLE DRIVE, ,PORTERVILLE,CA  ,93257,154,{5C9B58E7-5269-48B4-B395-A1CA52CD7251},559-539-2706                  ,jan.mckinley@yahoo.com,WBT Tool,,Not Verified,,,2730558.65480497,6559.55226530237
1317629,CA5400536,Water Service Area,CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/01/29 06:03:53+00,1807,A ,2014/04/28 07:00:00+00,P ,TULARE,106,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,3069 BONANDER AVE., ,KINGSBURG,CA  ,93631,38,{F2FD5BC4-D8E9-4C15-8779-29F014A90450},559-281-5520                  ,ennseugene@gmail.com,WBT Tool,2021/01/28 08:00:00+00,Verified,K. Willet,District / LPA staff member,138573.28302956,1582.96836266517
1317630,CA5310002,Water Service Area,CA5310002,TRINITY CO. W.W. DIST #1,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1808,A ,1976/01/01 08:00:00+00,L ,TRINITY,2324,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,P.O. BOX 217,RESERVOIR RD.,HAYFORK,CA  ,96041,698,{E358E7B5-FB6D-4F67-A7BB-0155629EAF9E},530-628-5449                  ,shane@trinitycountywaterworks.com,WBT Tool,,Not Verified,,,20623508.015246,20793.6218512551
1317631,CA3010008,Water Service Area,CA3010008,EASTSIDE WATER ASSOCIATION,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1809,A ,1976/01/01 08:00:00+00,P ,ORANGE,2000,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,8341 MADISON AVENUE, ,MIDWAY CITY,CA  ,92655,333,{F6A5268F-D128-4C45-A6D1-DCB87EA3EE35},714-894-8106                  ,info@eastsidewater.com,WBT Tool,,Not Verified,,,469652.77987936,5419.75439277431
1317632,CA2400075,Water Service Area,CA2400075,EL NIDO ELEMENTARY SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1810,A ,1993/03/24 07:00:00+00,L ,MERCED,219,DISTRICT 11 - MERCED,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,161 EAST EL NIDO ROAD, ,EL NIDO,CA  ,95317,2,{0F845EA3-7EA7-456E-BDBA-EB417B1ABFD5},209-385-8420                  ,pheupel@elnido.k12.ca.us,WBT Tool,,Not Verified,,,128033.006779135,1533.54299153737
1317634,CA1500516,Water Service Area,CA1500516,TUT BROTHERS FARM #96,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1812,A ,1984/04/26 07:00:00+00,P ,KERN,32,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,4358 LAVAL RD., ,ARVIN,CA  ,93203,13,{0D6F1B63-24D1-496E-99C4-BDE5FDF2C4AB},661-858-6145                  ,robbytut@hotmail.com,WBT Tool,2020/04/17 07:00:00+00,Verified,S GEIVET,Water System representative,103413.62257655,1314.40568183899
1317635,CA3010101,Water Service Area,CA3010101,SANTA MARGARITA WATER DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1813,A ,1976/01/01 08:00:00+00,L ,ORANGE,166600,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,26111 Antonio Pkwy, ,LAS FLORES,CA  ,92688,55982,{BCF6F9B0-4AE1-4886-BFA4-34147A6148CB},949-459-6594                  ,danielp@smwd.com,WBT Tool,,Not Verified,,,365291426.022547,98987.3105776231
1317636,CA0706054,Water Service Area,CA0706054,BETHEL MARKET,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1814,A ,2016/05/10 07:00:00+00,P ,CONTRA COSTA,100,LPA37 - CONTRA COSTA COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6235 BETHEL ISLAND RD, ,BETHEL ISLAND,CA  ,94511,7,{B5BD16FB-E738-4684-A546-3E7F40FD0CD0},925-684-2040                  ,gateway3615@att.net,WBT Tool,,Not Verified,,,888.0843638,129.569231627747
1317637,CA1000244,Water Service Area,CA1000244,SHADY LAKES MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1815,A ,1979/03/22 07:00:00+00,P ,FRESNO,160,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,5665 S CHESTNUT, ,FRESNO,CA  ,93725,65,{E929A810-5F42-4949-ACBE-5ABFD017E351},559-310-8924                  ,markth2o@yahoo.com,WBT Tool,,Not Verified,,,62912.55627336,1184.70849785758
1317639,CA5610058,Water Service Area,CA5610058,CRESTVIEW MUTUAL WATER CO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1817,A ,1979/03/22 07:00:00+00,P ,VENTURA,2079,DISTRICT 06 - SANTA BARBARA,COMMUNITY,COMMUNITY,328 Valley Vista Drive, ,CAMARILLO,CA  ,93010,630,{48D00841-86A0-4FBE-8847-3FCED218A6A5},310-314-2220                  ,alma_quezada@outlook.com,WBT Tool,,Not Verified,,,5541523.98085403,14696.3437168589
1317640,CA4110023,Water Service Area,CA4110023,CITY OF SAN BRUNO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1818,A ,1976/01/01 08:00:00+00,L ,SAN MATEO,44745,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,225 HUNTINGTON AVE.,567 EL CAMINO REAL,SAN BRUNO,CA  ,94066,11206,{F79A276C-7DCA-4D55-8DC8-65738D678E66},650-616-7075                  ,mlee@sanbruno.ca.gov,WBT Tool,,Not Verified,,,20861749.824326,29943.5942272579
1317642,CA3400172,Water Service Area,CA3400172,TOKAY PARK WATER CO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1820,A ,2016/08/08 07:00:00+00,P ,SACRAMENTO,653,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,CHRIS AND FLORIN RD, ,SACRAMENTO,CA  ,95828,198,{86DC4D8F-B554-45AE-9FB1-C83CF09C1CD0},209-366-3019                  ,TOKAYWATER1@ATT.NET,WBT Tool,,Not Verified,,,378061.797951975,2521.40471737182
1317643,CA3610108,Water Service Area,CA3610108,GOLDEN STATE WATER CO - LUCERNE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1821,A ,1976/01/01 08:00:00+00,P ,SAN BERNARDINO,583,DISTRICT 27 - MOJAVE,COMMUNITY,COMMUNITY,13608 HITT ROAD, ,APPLE VALLEY,CA  ,92308,320,{2E06437C-7B0F-4180-BEC8-3D3E400471DB},310-848-5505                  ,OMAR.TINOCO@GSWATER.COM,WBT Tool,2019/08/05 14:00:00+00,Pending,A. Chakmak,Water System representative,7040714.04998246,25565.4118026797
1317644,CA3400181,Water Service Area,CA3400181,LAGUNA DEL SOL INC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2290,A ,2016/08/08 07:00:00+00,P ,SACRAMENTO,445,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,8683 RAWHIDE LN, ,WILTON,CA  ,95693,112,{F572E53B-550C-4837-8788-538EA972556A},916-687-6550                  ,manager@lagunadelsol.com,WBT Tool,,Not Verified,,,788465.98505199,3709.088662137
1317645,CA5210001,Water Service Area,CA5210001,CITY OF CORNING,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2292,A ,1979/03/22 07:00:00+00,L ,TEHAMA,8244,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,794 THIRD STREET, ,CORNING,CA  ,96021,2436,{7C73AB24-8969-4C2C-8D1C-5A02465828BD},530-824-7029                  ,tjenkins@corning.org,WBT Tool,,Not Verified,,,90037434.4325509,244639.36883764
1317646,CA2300507,Water Service Area,CA2300507,CALPELLA COUNTY WATER DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2293,A ,1979/03/22 07:00:00+00,L ,MENDOCINO,548,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,7001 EASTSIDE CALPELLA RD, ,CALPELLA,CA  ,95418,185,{209B5595-AD7E-448A-A260-BA6FAD69C890},707-462-2666                  ,jwalker@willowcwd.org,WBT Tool,,Not Verified,,,2729760.24300594,13242.8356028143
1317647,CA2210510,Water Service Area,CA2210510,YOSEMITE NPS-WAWONA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2294,A ,1976/01/01 08:00:00+00,F ,MARIPOSA,150,DISTRICT 28 - YOSEMITE,COMMUNITY,COMMUNITY,8104 Forest Drive, ,YOSEMITE NATIONAL PARK,CA  ,95389,141,{A7A7D3EB-4971-46F3-9CD8-E3373443FD7A},209-372-0201                  ,Cicely_Muldoon@NPS.GOV,WBT Tool,,Not Verified,,,130010.02702471,1549.10864980064
1317648,CA3710802,Water Service Area,CA3710802,LA CIMA FIRE CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2295,A ,1976/01/01 08:00:00+00,S ,SAN DIEGO,65,DISTRICT 26 - IMPERIAL,COMMUNITY,COMMUNITY,15108 SUNRISE HIGHWAY, ,JULIAN,CA  ,92036,9,{87885B8A-A914-4DE6-88F3-7F56DD3923DB},760-765-0140                  ,seferino.holguin@fire.ca.gov,WBT Tool,,Not Verified,,,89217.08466665,1264.05980275925
1317649,CA3110001,Water Service Area,CA3110001,NORTH TAHOE PUD - MAIN,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2297,A ,1976/01/01 08:00:00+00,L ,PLACER,6321,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,875 NATIONAL AVE, ,TAHOE VISTA,CA  ,96148,3241,{680682D6-762A-473F-BC4B-A78B7F1B2D45},530-553-5450                  ,kfischer@ntpud.org,WBT Tool,2019/09/02 07:00:00+00,Verified,K. Connaughton,District / LPA staff member,20463931.8217459,59923.8082353421
1317650,CA0600056,Water Service Area,CA0600056,MENF-LETTS LAKE CG,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2298,A ,1994/08/11 07:00:00+00,F ,COLUSA,118,DISTRICT 21 - VALLEY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,MENDOCINO N. F. # 211, ,WILLOWS,CA  ,95988,1,{2D79BE2E-3185-4258-AE2D-4D5A7DDB4740},530-934-1178                  ,SPOZAS@FS.FED.US,WBT Tool,,Not Verified,,,1214325.52391785,4723.83177409973
1317651,CA1000644,Water Service Area,CA1000644,IMMANUEL SPORTS COMPLEX,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2299,A ,2018/07/01 07:00:00+00,P ,FRESNO,50,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,42675 Rd 44, ,REEDLEY,CA  ,93654,5,{987AD6CD-33E0-4AD2-BC31-ED4866F04D79},559-393-0337                  ,pminor@immanuelschools.com,WBT Tool,,Not Verified,,,181677.76116249,2164.71800612935
1317652,CA3901213,Water Service Area,CA3901213,SUNNY ROAD WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2300,A ,2016/08/08 07:00:00+00,P ,SAN JOAQUIN,34,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,3530 SUNNY RD, ,STOCKTON,CA  ,95204,12,{FC331A5E-23C4-4995-87E8-011B9EC4B7FB},626-575-3070                  ,nevin@goldenmgtinc.com,WBT Tool,,Not Verified,,,13572.01988388,517.607323923323
1317653,CA3901474,Water Service Area,CA3901474,FREMONT ONE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2301,A ,2016/08/08 07:00:00+00,P ,SAN JOAQUIN,39,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,3965 E FREMONT ST, ,STOCKTON,CA  ,95212,15,{A76928F8-2C7C-47CB-A917-9C00B3F46218},209-507-9621                  ,bettosbirria73@gmail.com,WBT Tool,,Not Verified,,,16613.97764315,660.399885508041
1317654,CA1910108,Water Service Area,CA1910108,CITY OF BELL GARDENS,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2023/10/21 06:05:32+00,2302,A ,1979/03/22 07:00:00+00,L ,LOS ANGELES,11305,DISTRICT 15 - METROPOLITAN,COMMUNITY,COMMUNITY,7100 S. GARFIELD AVENUE, ,BELL GARDENS,CA  ,90201,1653,{97288E21-1124-403C-BAF4-C2B8967C9510},562-805-2041                  ,Jim.Elliott@libertyutilities.com,WBT Tool,2023/10/20 14:00:00+00,Verified,J. Elliott,Water System representative,2907117.02515074,11819.7704150308
1317655,CA5000525,Water Service Area,CA5000525,OASIS MARKET,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2303,A ,2016/07/21 07:00:00+00,P ,STANISLAUS,25,LPA80 - STANISLAUS COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,10000 CROWS LANDING ROAD, ,CROWS LANDING,CA  ,95313,1,{890A5E6A-89B1-4484-856D-9E6ACD6E9C5F},209-656-7033                  ,ooasis3@gmail.com,WBT Tool,,Not Verified,,,2618.22552035,200.481311307012
1317656,CA1000471,Water Service Area,CA1000471,FCSA #39 A&B,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2304,A ,1993/09/25 07:00:00+00,L ,FRESNO,395,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,BERAN WY & VALENTINE, ,FRESNO,CA  ,93721,141,{FEE9C3C3-EED3-475C-A351-A9AC10604610},559-600-4482                  ,cbump@fresnocountyca.gov,WBT Tool,,Not Verified,,,589241.23059762,5697.83663233151
1317658,CA1000264,Water Service Area,CA1000264,SUNNYSLOPE CAMPGROUNDS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2306,A ,1979/03/22 07:00:00+00,P ,FRESNO,25,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,29925 SUNNYSLOPE RD, ,PIEDRA,CA  ,93649,97,{ADC2D9CE-DC50-4C3A-84E1-4BBD499E47B1},559-787-9592                  ,mikem33970@hughes.net,WBT Tool,,Not Verified,,,113207.434133845,1340.7781599791
1317660,CA0706030,Water Service Area,CA0706030,NEW LIFE MARINA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2308,A ,2016/05/10 07:00:00+00,P ,CONTRA COSTA,80,LPA37 - CONTRA COSTA COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1200 TAYLOR RD, ,BETHEL ISLAND,CA  ,94511,65,{A3B41EC7-4C8B-4491-AA95-42D005A90D74},650-483-6682                  ,fwc4jesus@gmail.com,WBT Tool,,Not Verified,,,43184.446187565,1752.4535303094
1317661,CA3600107,Water Service Area,CA3600107,FOREST PARK MWC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2309,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,415,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,TRACTS 2602 & 2878, ,FOREST FALLS,CA  ,92339,96,{9E07ECC3-0B23-4EC7-BB80-D6C4877010C6},909-206-5816                  ,SECRETARY@FORESTPARKMWC.ORG,WBT Tool,,Not Verified,,,216554.699222835,2663.33887308042
1317662,CA1000549,Water Service Area,CA1000549,FCSA #31/SHAVER LAKE COMM. CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2310,A ,2001/11/26 08:00:00+00,L ,FRESNO,25,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,41344 TOLLHOUSE, ,SHAVER LAKE,CA  ,93664,3,{0DE4A7FB-E6B8-40A0-B256-9D52635B2BB9},559-600-4482                  ,cbump@fresnocountyca.gov,WBT Tool,,Not Verified,,,32270.891650425,765.626757435933
1317663,CA3610082,Water Service Area,CA3610082,SAN ANTONIO CANYON MSC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2311,A ,1976/01/01 08:00:00+00,P ,SAN BERNARDINO,119,DISTRICT 27 - MOJAVE,COMMUNITY,COMMUNITY,#1 Oak Drive, ,MT. BALDY,CA  ,91759,64,{CD17A736-CBC2-4FBD-9953-1D7DCD9BAD5B},909-982-5970                  ,KSKED_MB@verizon.net,WBT Tool,,Not Verified,,,103238.854265755,1452.06248059428
1317664,CA1910063,Water Service Area,CA1910063,LINCOLN AVENUE WATER CO.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2312,A ,1976/01/01 08:00:00+00,P ,LOS ANGELES,16126,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,564 W. HARRIET STREET, ,ALTADENA,CA  ,91001,4477,{FB303EB4-009D-4A95-BBF1-14A333AD93CF},626-798-9101                  ,jennifer@lawc.org,WBT Tool,,Not Verified,,,10018195.7790421,20354.2775005052
1317665,CA3310040,Water Service Area,CA3310040,FERN VALLEY WD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2313,A ,1976/01/01 08:00:00+00,L ,RIVERSIDE,900,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,55-790 S. CIRCLE DRIVE, ,IDYLLWILD,CA  ,92549,1179,{F73D38AA-EDEB-4474-8814-205785EE3FF6},951-659-2200                  ,Victor.fvwd@gmail.com,WBT Tool,2020/05/15 14:00:00+00,Verified,V. Jimenez,Water System representative,8156018.63226579,19611.5951861521
1317666,CA3610023,Water Service Area,CA3610023,GREEN VALLEY MWC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2314,A ,1976/01/01 08:00:00+00,P ,SAN BERNARDINO,3062,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY,33274 GREEN VALLEY LAKE ROAD, ,GREEN VALLEY LAKE,CA  ,92341,1170,{0EADC92B-4AE1-4449-907B-81FAA30CAE4C},909-867-2912                  ,kevin@gvmwc.org,WBT Tool,,Not Verified,,,1999756.55147086,6744.33678163098
1317667,CA2710023,Water Service Area,CA2710023,TASCO SPRECKELS WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2023/12/07 07:34:41+00,2315,A ,1992/10/28 07:00:00+00,P ,MONTEREY,672,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,1 Harris Road, ,SALINAS,CA  ,93908,328,{EC5586EC-7166-4C97-911E-667498D1DD8E},831-455-4500                  ,kerry@taproduce.com,WBT Tool,2023/12/06 16:00:00+00,Verified,J. Taylor,Water System representative,1758177.01819569,10763.3990481824
1317669,CA3610033,Water Service Area,CA3610033,MT BALDY HOMEOWNERS ASSN.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2317,A ,1976/01/01 08:00:00+00,P ,SAN BERNARDINO,1700,DISTRICT 13 - SAN BERNARDINO,COMMUNITY,COMMUNITY,6783 Bear Canyon, ,MT. BALDY,CA  ,91759,115,{704FFC34-B2D2-4C67-9E09-C6C85228133B},909-946-6860                  ,Richard@4000Ft.Com,WBT Tool,,Not Verified,,,504361.55593101,3459.93415206613
1317670,CA3600071,Water Service Area,CA3600071,CHAMISAL MWC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2318,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,63,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,1442 EL MIRAGE ROAD, ,EL MIRAGE,CA  ,92301,29,{B53351DF-2875-43F1-BCC9-A42F9BE0A562},760-388-4160                  ,nancyryman@yahoo.com,WBT Tool,,Not Verified,,,1193562.68076678,5846.62496230943
1317671,CA1910159,Water Service Area,CA1910159,TRACT 180 MUTUAL WATER CO.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2319,A ,1976/01/01 08:00:00+00,P ,LOS ANGELES,14000,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,4544 FLORENCE AVENUE, ,CUDAHY,CA  ,90201,1190,{AFC5C938-EB6F-4CBD-A4EB-B0DDBDAB7D8F},323-771-6682                  ,gpcudahy@tract180water.com,WBT Tool,,Not Verified,,,2764024.01826128,7034.50362232945
1317672,CA3600301,Water Service Area,CA3600301,STRAWBERRY LODGE MWC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2321,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,381,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,25400 NORTH RD, ,TWIN PEAKS,CA  ,92391,137,{2A05220E-1D9C-4A8C-9002-3DB0DA31783E},909-336-1762                  ,Office@strawberrylodgewater.org,WBT Tool,,Not Verified,,,376619.674109225,3039.46219535754
1317674,CA0301038,Water Service Area,CA0301038,PARDEE RECREATION AREA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2323,A ,1993/07/07 07:00:00+00,L ,AMADOR,383,DISTRICT 10 - STOCKTON,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,4900 Stony Creek Rd, ,IONE,CA  ,95640,80,{B322D9CE-4B0F-429A-88B2-718C3487D73F},209-772-8267                  ,Dillon.Cowan@ebmud.com,WBT Tool,,Not Verified,,,100075.12253032,1500.13379749173
1317675,CA3710019,Water Service Area,CA3710019,RAMONA MUNICIPAL WD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2324,A ,1976/01/01 08:00:00+00,L ,SAN DIEGO,35135,DISTRICT 14 - SAN DIEGO,COMMUNITY,COMMUNITY,105 EARLHAM STREET, ,RAMONA,CA  ,92065,9596,{D48D389A-87F0-49BD-B1C7-9FF52AC84E72},760-788-2214                  ,ewolski@rmwd.org,WBT Tool,,Not Verified,,,265230821.546698,154137.380939179
1317676,CA2100538,Water Service Area,CA2100538,TOMALES HIGH SCHOOL,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2325,A ,1979/03/22 07:00:00+00,L ,MARIN,227,DISTRICT 25 - MARIN,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,3850 Irvin Lane, ,TOMALES,CA  ,94971,2,{E932566F-91F1-4157-88F9-960C7499D84C},707-878-2266                  ,adam.jennings@shorelineunified.org,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,228225.378361265,1929.08348694487
